time_s,x_m,y_m,theta_rad,v_m_s,w_rad_s
2.325000000000000000e+01,7.871101790125118569e+00,3.042531194341307366e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.330000000000000071e+01,7.873512761716785491e+00,3.041869971103331682e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.335000000000000142e+01,7.875923733308452412e+00,3.041208747865355999e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.340000000000000213e+01,7.878334704900119334e+00,3.040547524627380316e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.345000000000000284e+01,7.880745676491786256e+00,3.039886301389404633e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.350000000000000000e+01,7.883156648083453177e+00,3.039225078151428949e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.355000000000000071e+01,7.885567619675120099e+00,3.038563854913453266e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.360000000000000142e+01,7.887978591266787021e+00,3.037902631675477583e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.365000000000000213e+01,7.890389562858453942e+00,3.037241408437501899e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.370000000000000284e+01,7.892800534450120864e+00,3.036580185199526216e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.375000000000000000e+01,7.895211506041787786e+00,3.035918961961550533e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.380000000000000071e+01,7.897622477633454707e+00,3.035257738723574850e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.385000000000000142e+01,7.900033449225121629e+00,3.034596515485599166e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.390000000000000213e+01,7.902444420816788551e+00,3.033935292247623483e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.395000000000000284e+01,7.904855392408455472e+00,3.033274069009647800e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.400000000000000000e+01,7.907266364000122394e+00,3.032612845771672117e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.405000000000000071e+01,7.909677335591789316e+00,3.031951622533696433e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.410000000000000142e+01,7.912088307183456237e+00,3.031290399295720750e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.415000000000000213e+01,7.914499278775123159e+00,3.030629176057745067e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.420000000000000284e+01,7.916910250366790081e+00,3.029967952819769383e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.425000000000000000e+01,7.919321221958457002e+00,3.029306729581793700e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.430000000000000071e+01,7.921732193550123924e+00,3.028645506343818017e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.435000000000000142e+01,7.924143165141790845e+00,3.027984283105842334e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.440000000000000213e+01,7.926554136733457767e+00,3.027323059867866650e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.445000000000000284e+01,7.928965108325124689e+00,3.026661836629890967e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.450000000000000000e+01,7.931376079916791610e+00,3.026000613391915284e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.455000000000000071e+01,7.933787051508458532e+00,3.025339390153939600e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.460000000000000142e+01,7.936198023100125454e+00,3.024678166915963917e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.465000000000000213e+01,7.938608994691792375e+00,3.024016943677988234e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.470000000000000284e+01,7.941019966283459297e+00,3.023355720440012551e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
