time_s,x_m,y_m,theta_rad
1.075000000000000000e+01,3.431454146172770336e+00,1.337728720583253539e+00,7.941910437506453091e-01
1.080000000000000071e+01,3.439786020744446393e+00,1.346208421133252120e+00,8.078723787268075052e-01
1.085000000000000142e+01,3.448018791096680413e+00,1.354819814598606564e+00,8.215888552279366763e-01
1.090000000000000036e+01,3.456149772863886138e+00,1.363561703984687012e+00,8.353402789828330288e-01
1.095000000000000107e+01,3.464176293207825275e+00,1.372432830908492774e+00,8.491264766108946871e-01
1.100000000000000000e+01,3.472095692152330937e+00,1.381431875719445035e+00,8.629472984299132454e-01
1.105000000000000071e+01,3.479905323889093349e+00,1.390557457671374619e+00,8.768026216178764765e-01
1.110000000000000142e+01,3.487602558048401136e+00,1.399808135146249466e+00,8.906923537848009387e-01
1.115000000000000036e+01,3.495184780928016099e+00,1.409182405930146098e+00,9.046164370213365391e-01
1.120000000000000107e+01,3.502636314799387751e+00,1.418662065102865188e+00,9.162391547620521992e-01
1.125000000000000000e+01,3.509988456286424974e+00,1.428242397923460416e+00,9.278848390502377752e-01
1.130000000000000071e+01,3.517239429173753429e+00,1.437922247024549627e+00,9.395534371160890741e-01
1.135000000000000142e+01,3.524387470143281131e+00,1.447700420284672829e+00,9.512449153282565018e-01
1.140000000000000036e+01,3.531430829320703957e+00,1.457575691069806778e+00,9.629592614178609233e-01
1.145000000000000107e+01,3.538367770791699396e+00,1.467546798496814686e+00,9.746964869827909883e-01
1.150000000000000000e+01,3.545196573083694958e+00,1.477612447718906763e+00,9.864566303164349348e-01
1.155000000000000071e+01,3.551915529608534960e+00,1.487771310233192423e+00,9.982397596133687490e-01
1.160000000000000142e+01,3.558522949060725526e+00,1.498022024210408532e+00,1.010045976614746932e+00
1.165000000000000036e+01,3.565023864777673968e+00,1.508373878067601037e+00,1.019460538357048529e+00
1.170000000000000107e+01,3.571433265692018466e+00,1.518796606565747442e+00,1.028888826265050183e+00
1.175000000000000000e+01,3.577750120541828061e+00,1.529289276647962215e+00,1.038330901671072004e+00
1.180000000000000071e+01,3.583973407100479847e+00,1.539850939160278820e+00,1.047786843760977193e+00
1.185000000000000142e+01,3.590102112254437206e+00,1.550480629035010161e+00,1.057256751504533021e+00
1.190000000000000036e+01,3.596135232054303632e+00,1.561177365481822177e+00,1.066740745836476156e+00
1.195000000000000107e+01,3.602071771735869898e+00,1.571940152186640960e+00,1.076238972128708671e+00
1.200000000000000000e+01,3.607910745707374467e+00,1.582767977518539926e+00,1.085751603001873011e+00
1.205000000000000071e+01,3.613661936663259855e+00,1.593680229075019383e+00,1.093039587032736737e+00
1.210000000000000142e+01,3.619336725433937030e+00,1.604640436444340512e+00,1.100335446835086772e+00
1.215000000000000036e+01,3.624934562272777772e+00,1.615647972973763613e+00,1.107639284084940279e+00
1.220000000000000107e+01,3.630454901736686946e+00,1.626702205662981626e+00,1.114951214408195002e+00
1.225000000000000000e+01,3.635897202606350742e+00,1.637802495257337121e+00,1.122271368830011662e+00
1.230000000000000071e+01,3.641260927787394408e+00,1.648948196344139250e+00,1.129599895412698229e+00
1.235000000000000142e+01,3.646545544190077592e+00,1.660138657452284061e+00,1.136936961112401612e+00
1.240000000000000036e+01,3.651750522584782832e+00,1.671373221155419309e+00,1.144282753890740301e+00
1.245000000000000107e+01,3.656875337430102402e+00,1.682651224178941085e+00,1.151637485124682891e+00
1.250000000000000000e+01,3.661929113007250880e+00,1.693993647233981825e+00,1.156921773423153166e+00
1.255000000000000071e+01,3.666924353989831964e+00,1.705365969340442156e+00,1.162210476628606770e+00
1.260000000000000142e+01,3.671860802617286090e+00,1.716767835202597459e+00,1.167503707164184945e+00
1.265000000000000036e+01,3.676738202161937696e+00,1.728198887659637473e+00,1.172801588568656239e+00
1.270000000000000107e+01,3.681556296812928508e+00,1.739658767728647693e+00,1.178104256660215787e+00
1.275000000000000000e+01,3.686314831545491000e+00,1.751147114649787229e+00,1.183411860855690723e+00
1.280000000000000071e+01,3.691013551973637785e+00,1.762663565933938914e+00,1.188724565670753908e+00
1.285000000000000142e+01,3.695652204184027401e+00,1.774207757413148290e+00,1.194042552431809900e+00
1.290000000000000036e+01,3.700237091609350326e+00,1.785795896030772489e+00,1.197617081221762136e+00
1.295000000000000107e+01,3.704781138962436771e+00,1.797401910635788802e+00,1.201194047584657421e+00
1.300000000000000000e+01,3.709284235029363774e+00,1.809025633025937552e+00,1.204773539160108209e+00
1.305000000000000071e+01,3.713746268324624733e+00,1.820666894655063039e+00,1.208355651047681167e+00
1.310000000000000142e+01,3.718167127003202399e+00,1.832325526655155690e+00,1.211940486583061638e+00
1.315000000000000036e+01,3.722546698763073092e+00,1.844001359860191425e+00,1.215528158217695109e+00
1.320000000000000107e+01,3.726884870736865807e+00,1.855694224832013184e+00,1.219118788518916530e+00
1.325000000000000000e+01,3.731181529371203620e+00,1.867403951888538360e+00,1.222712511310927175e+00
1.330000000000000071e+01,3.735440402934754989e+00,1.879140961055316250e+00,1.224900164134163250e+00
1.335000000000000142e+01,3.739673803066875024e+00,1.890887850767945411e+00,1.227089129891778319e+00
1.340000000000000036e+01,3.743881686685840204e+00,1.902644557863602648e+00,1.229279465804242299e+00
1.345000000000000107e+01,3.748064010205073515e+00,1.914411019230860767e+00,1.231471233614626071e+00
1.350000000000000000e+01,3.752220729478502381e+00,1.926187171823058764e+00,1.233664500057607194e+00
1.355000000000000071e+01,3.756351799740202502e+00,1.937972952673008509e+00,1.235859337390862622e+00
1.360000000000000142e+01,3.760457175537577967e+00,1.949768298909216435e+00,1.238055823999078653e+00
1.365000000000000036e+01,3.764536810657184596e+00,1.961573147773832737e+00,1.240254045082818779e+00
1.370000000000000107e+01,3.768592561286566944e+00,1.973392983343495555e+00,1.241368285520716430e+00
1.375000000000000000e+01,3.772635192157058892e+00,1.985217485371041368e+00,1.242483152570107663e+00
1.380000000000000071e+01,3.776664689299064737e+00,1.997046638315161937e+00,1.243598676058044195e+00
1.385000000000000142e+01,3.780681038409113626e+00,2.008880426719272805e+00,1.244714888091561722e+00
1.390000000000000036e+01,3.784684224822397525e+00,2.020718835219079246e+00,1.245831823293469087e+00
1.395000000000000107e+01,3.788674233482471454e+00,2.032561848550928474e+00,1.246949519069419532e+00
1.400000000000000000e+01,3.792651048907734523e+00,2.044409451561053359e+00,1.248068015911378836e+00
1.405000000000000071e+01,3.796614655154256557e+00,2.056261629215830666e+00,1.249187357743608784e+00
1.410000000000000142e+01,3.800565723502523419e+00,2.068120430771586804e+00,1.249512083618830038e+00
1.415000000000000036e+01,3.804512945179405747e+00,2.079980527926469147e+00,1.249836987508845532e+00
1.420000000000000107e+01,3.808456317549341108e+00,2.091841919836142427e+00,1.250162078120758302e+00
1.425000000000000000e+01,3.812395837873482130e+00,2.103704605688278662e+00,1.250487364818877900e+00
1.430000000000000071e+01,3.816331503301854333e+00,2.115568584705008082e+00,1.250812857692489732e+00
